,NODE_ID_left,LATITUDE_left,LONGITUDE_left,geometry,demand,LMP,gen,index_right,NODE_ID_right,LATITUDE_right,LONGITUDE_right
1329,2047,32.78016672,-97.36928643,POINT (-10839099.384292003 3866160.992892162),0,0,0,1459,STATION1460,32.758620415999985,-97.3578551169996
1346,2071,32.75714058,-97.36880052,POINT (-10839045.29303823 3863112.6262915325),1,0,0,1459,STATION1460,32.758620415999985,-97.3578551169996
1398,2150,32.758608,-97.357849,POINT (-10837826.17540842 3863306.870420225),1,0,0,1459,STATION1460,32.758620415999985,-97.3578551169996
1330,2048,32.820673,-97.302621,POINT (-10831678.222570887 3871525.4219706794),1,0,0,4767,STATION4768,32.82065929499996,-97.30268094500033
1331,2049,32.820673,-97.302621,POINT (-10831678.222570887 3871525.4219706794),1,0,0,4767,STATION4768,32.82065929499996,-97.30268094500033
1332,2050,32.85267336,-97.14731467,POINT (-10814389.600998316 3875765.103400895),1,0,0,1525,STATION1526,32.85267335999995,-97.14731467300022
4921,12016,32.86613346,-97.14495583,POINT (-10814127.016130652 3877548.869385876),1,0,0,1525,STATION1526,32.85267335999995,-97.14731467300022
4937,12050,32.85267336,-97.14731467,POINT (-10814389.600998316 3875765.103400895),0,0,0,1525,STATION1526,32.85267335999995,-97.14731467300022
1333,2051,32.844303,-97.121854,POINT (-10811555.33217866 3874655.978904478),0,0,0,4700,STATION4701,32.844313146000005,-97.12185101600001
1334,2052,32.844303,-97.121854,POINT (-10811555.33217866 3874655.978904478),0,0,0,4700,STATION4701,32.844313146000005,-97.12185101600001
1337,2055,32.81718555,-96.94533948,POINT (-10791905.825694641 3871063.4670782783),1,0,0,1543,STATION1544,32.81718554700007,-96.94533948099946
1867,2786,32.805199,-96.951764,POINT (-10792620.999989633 3869475.841937482),0,0,0,1543,STATION1544,32.81718554700007,-96.94533948099946
1869,2788,32.805199,-96.951764,POINT (-10792620.999989633 3869475.841937482),1,0,0,1543,STATION1544,32.81718554700007,-96.94533948099946
1870,2789,32.805199,-96.951764,POINT (-10792620.999989633 3869475.841937482),1,0,0,1543,STATION1544,32.81718554700007,-96.94533948099946
5054,12796,32.805199,-96.951764,POINT (-10792620.999989633 3869475.841937482),0,0,0,1543,STATION1544,32.81718554700007,-96.94533948099946
5055,12797,32.805199,-96.951764,POINT (-10792620.999989633 3869475.841937482),1,0,0,1543,STATION1544,32.81718554700007,-96.94533948099946
9214,702788,32.805199,-96.951764,POINT (-10792620.999989633 3869475.841937482),0,0,0,1543,STATION1544,32.81718554700007,-96.94533948099946
1340,2062,32.91683374,-97.54282045,POINT (-10858417.103033712 3884270.229049898),1,0,0,580,STATION581,32.91683374000008,-97.54282044900008
1341,2066,32.8468855,-97.53846481,POINT (-10857932.235406833 3874998.164976048),0,0,0,3755,STATION3756,32.85760708800011,-97.51212103000032
1344,2069,32.8468855,-97.53846481,POINT (-10857932.235406833 3874998.164976048),1,0,0,3755,STATION3756,32.85760708800011,-97.51212103000032
9199,702069,32.8468855,-97.53846481,POINT (-10857932.235406833 3874998.164976048),0,0,0,3755,STATION3756,32.85760708800011,-97.51212103000032
1345,2070,32.82934362,-97.40302176,POINT (-10842854.784049345 3872674.0289619574),1,0,0,1729,STATION1730,32.84079463500007,-97.38260580199974
1356,2086,32.85217197,-97.36910952,POINT (-10839079.690760884 3875698.663177454),1,0,0,1729,STATION1730,32.84079463500007,-97.38260580199974
1353,2081,32.90477006,-97.38394196,POINT (-10840730.83042891 3882670.592584638),0,0,0,4292,STATION4293,32.90466084800001,-97.38393067000037
1354,2082,32.90477006,-97.38394196,POINT (-10840730.83042891 3882670.592584638),0,0,0,4292,STATION4293,32.90466084800001,-97.38393067000037
4928,12032,32.90477006,-97.38394196,POINT (-10840730.83042891 3882670.592584638),1,0,0,4292,STATION4293,32.90466084800001,-97.38393067000037
5160,18000,32.90477006,-97.38394196,POINT (-10840730.83042891 3882670.592584638),0,0,0,4292,STATION4293,32.90466084800001,-97.38393067000037
5161,18001,32.90477006,-97.38394196,POINT (-10840730.83042891 3882670.592584638),0,0,0,4292,STATION4293,32.90466084800001,-97.38393067000037
8376,151361,32.90477006,-97.38394196,POINT (-10840730.83042891 3882670.592584638),0,1,1,4292,STATION4293,32.90466084800001,-97.38393067000037
8377,151362,32.90477006,-97.38394196,POINT (-10840730.83042891 3882670.592584638),0,0,0,4292,STATION4293,32.90466084800001,-97.38393067000037
1357,2087,32.67501,-97.254391,POINT (-10826309.283529928 3852245.999955622),1,0,0,4802,STATION4803,32.674958544,-97.25440278099954
1358,2088,32.67501,-97.254391,POINT (-10826309.283529928 3852245.999955622),1,0,0,4802,STATION4803,32.674958544,-97.25440278099954
1454,2224,32.67501,-97.254391,POINT (-10826309.283529928 3852245.999955622),0,0,0,4802,STATION4803,32.674958544,-97.25440278099954
1455,2225,32.67501,-97.254391,POINT (-10826309.283529928 3852245.999955622),0,0,0,4802,STATION4803,32.674958544,-97.25440278099954
1456,2226,32.67501,-97.254391,POINT (-10826309.283529928 3852245.999955622),1,0,0,4802,STATION4803,32.674958544,-97.25440278099954
1457,2227,32.67501,-97.254391,POINT (-10826309.283529928 3852245.999955622),1,0,0,4802,STATION4803,32.674958544,-97.25440278099954
4951,12109,32.703408,-97.251698,POINT (-10826009.500141222 3856002.1833559237),0,0,0,4802,STATION4803,32.674958544,-97.25440278099954
9201,702087,32.67501,-97.254391,POINT (-10826309.283529928 3852245.999955622),0,0,0,4802,STATION4803,32.674958544,-97.25440278099954
9202,702088,32.67501,-97.254391,POINT (-10826309.283529928 3852245.999955622),0,0,0,4802,STATION4803,32.674958544,-97.25440278099954
9204,702227,32.67501,-97.254391,POINT (-10826309.283529928 3852245.999955622),0,0,0,4802,STATION4803,32.674958544,-97.25440278099954
1360,2090,32.70225301,-97.39586938,POINT (-10842058.584749784 3855849.3903324157),1,0,0,2504,STATION2505,32.70970922400001,-97.40513316900017
1361,2091,32.70225301,-97.39586938,POINT (-10842058.584749784 3855849.3903324157),0,0,0,2504,STATION2505,32.70970922400001,-97.40513316900017
1412,2174,32.709798,-97.405141,POINT (-10843090.696767015 3856847.548856716),1,0,0,2504,STATION2505,32.70970922400001,-97.40513316900017
1413,2175,32.709798,-97.405141,POINT (-10843090.696767015 3856847.548856716),1,0,0,2504,STATION2505,32.70970922400001,-97.40513316900017
1414,2176,32.7097093,-97.40513314,POINT (-10843089.821795817 3856835.8138695746),1,0,0,2504,STATION2505,32.70970922400001,-97.40513316900017
1415,2177,32.7097093,-97.40513314,POINT (-10843089.821795817 3856835.8138695746),1,0,0,2504,STATION2505,32.70970922400001,-97.40513316900017
9203,702176,32.7097093,-97.40513314,POINT (-10843089.821795817 3856835.8138695746),0,0,0,2504,STATION2505,32.70970922400001,-97.40513316900017
1362,2092,32.581353,-97.145084,POINT (-10814141.283949787 3839866.5070337197),0,0,0,3672,STATION3673,32.584276355999975,-97.17395196800014
1441,2208,32.584473,-97.173942,POINT (-10817353.7418151 3840278.6972055784),1,0,0,3672,STATION3673,32.584276355999975,-97.17395196800014
1364,2094,32.772959,-97.452669,POINT (-10848381.489525437 3865206.6981056584),1,0,0,918,STATION919,32.772967076999976,-97.45269769800014
4948,12093,32.772959,-97.452669,POINT (-10848381.489525437 3865206.6981056584),1,0,0,918,STATION919,32.772967076999976,-97.45269769800014
4949,12094,32.772959,-97.452669,POINT (-10848381.489525437 3865206.6981056584),1,0,0,918,STATION919,32.772967076999976,-97.45269769800014
4950,12095,32.77148188,-97.44886273,POINT (-10847957.777487215 3865011.138465003),0,0,0,918,STATION919,32.772967076999976,-97.45269769800014
1365,2098,32.830222,-97.26847,POINT (-10827876.550640807 3872790.3952249577),1,0,0,169,STATION170,32.830225018000064,-97.26849631499992
1366,2099,32.80569,-97.223127,POINT (-10822828.990969768 3869540.870951723),1,0,0,2550,STATION2551,32.80553673700011,-97.22325184099984
1367,2100,32.80569,-97.223127,POINT (-10822828.990969768 3869540.870951723),1,0,0,2550,STATION2551,32.80553673700011,-97.22325184099984
1377,2113,32.79289,-97.222431,POINT (-10822751.512604175 3867845.730908455),1,0,0,2550,STATION2551,32.80553673700011,-97.22325184099984
1464,2243,32.79289,-97.222431,POINT (-10822751.512604175 3867845.730908455),1,0,0,2550,STATION2551,32.80553673700011,-97.22325184099984
1465,2244,32.79289,-97.222431,POINT (-10822751.512604175 3867845.730908455),1,0,0,2550,STATION2551,32.80553673700011,-97.22325184099984
1368,2101,32.792913,-97.285059,POINT (-10829723.229673577 3867848.776644376),1,0,0,2118,STATION2119,32.792910979000126,-97.28503155100024
1369,2103,32.75057732,-97.27900498,POINT (-10829049.299249923 3862243.878938072),0,0,0,2666,STATION2667,32.73341247600009,-97.27002451600039
1406,2167,32.733412,-97.270098,POINT (-10828057.77877182 3859972.090148882),1,0,0,2666,STATION2667,32.73341247600009,-97.27002451600039
1370,2104,32.77794357,-97.22136736,POINT (-10822633.108740987 3865866.6418525083),0,0,0,3210,STATION3211,32.766252000000115,-97.22155899999997
1378,2114,32.750776,-97.218549,POINT (-10822319.370340915 3862270.1763203605),1,0,0,3210,STATION3211,32.766252000000115,-97.22155899999997
1371,2105,32.67938581,-97.39238299,POINT (-10841670.481590278 3852824.707404121),1,0,0,1864,STATION1865,32.668860863000084,-97.38930226300029
1423,2186,32.668886,-97.389273,POINT (-10841324.279087106 3851436.1393464077),1,0,0,1864,STATION1865,32.668860863000084,-97.38930226300029
1424,2187,32.668886,-97.389273,POINT (-10841324.279087106 3851436.1393464077),1,0,0,1864,STATION1865,32.668860863000084,-97.38930226300029
4956,12186,32.668886,-97.389273,POINT (-10841324.279087106 3851436.1393464077),0,0,0,1864,STATION1865,32.668860863000084,-97.38930226300029
4957,12187,32.668886,-97.389273,POINT (-10841324.279087106 3851436.1393464077),0,0,0,1864,STATION1865,32.668860863000084,-97.38930226300029
1379,2115,32.810776,-97.158549,POINT (-10815640.200893318 3870214.49201689),1,0,0,125,STATION126,32.810789709000076,-97.15852465499985
1380,2116,32.80398657,-97.17228336,POINT (-10817169.102854889 3869315.266841187),0,0,0,125,STATION126,32.810789709000076,-97.15852465499985
4925,12022,32.80532486,-97.15931069,POINT (-10815724.991836261 3869492.511051375),1,0,0,125,STATION126,32.810789709000076,-97.15852465499985
4953,12115,32.806281,-97.158492,POINT (-10815633.855682343 3869619.144640789),1,0,0,125,STATION126,32.810789709000076,-97.15852465499985
5139,15050,32.80398657,-97.17228336,POINT (-10817169.102854889 3869315.266841187),0,0,0,125,STATION126,32.810789709000076,-97.15852465499985
5140,15051,32.810776,-97.158549,POINT (-10815640.200893318 3870214.49201689),0,0,0,125,STATION126,32.810789709000076,-97.15852465499985
1383,2124,32.673531,-97.417478,POINT (-10844464.04532493 3852050.4063928477),1,0,0,4762,STATION4763,32.67350306100009,-97.41751465399958
1384,2125,32.673531,-97.417478,POINT (-10844464.04532493 3852050.4063928477),1,0,0,4762,STATION4763,32.67350306100009,-97.41751465399958
1419,2182,32.673531,-97.417478,POINT (-10844464.04532493 3852050.4063928477),1,0,0,4762,STATION4763,32.67350306100009,-97.41751465399958
1420,2183,32.673531,-97.417478,POINT (-10844464.04532493 3852050.4063928477),1,0,0,4762,STATION4763,32.67350306100009,-97.41751465399958
1385,2128,32.778277,-97.066682,POINT (-10805413.613232613 3865910.7884125453),1,0,0,1363,STATION1364,32.778265769000036,-97.0666272149999
1390,2137,32.74618116,-97.07369951,POINT (-10806194.79887245 3861662.016050208),1,0,0,1364,STATION1365,32.74635440500001,-97.07383174499986
1391,2138,32.74618116,-97.07369951,POINT (-10806194.79887245 3861662.016050208),1,0,0,1364,STATION1365,32.74635440500001,-97.07383174499986
1393,2141,32.75166425,-97.0741394,POINT (-10806243.767203256 3862387.7462435397),1,0,0,1364,STATION1365,32.74635440500001,-97.07383174499986
1394,2142,32.75166425,-97.0741394,POINT (-10806243.767203256 3862387.7462435397),1,0,0,1364,STATION1365,32.74635440500001,-97.07383174499986
1395,2146,32.80123,-97.313422,POINT (-10832880.584390946 3868950.1928891004),0,0,0,874,STATION875,32.801211509,-97.31341187900018
1396,2147,32.80123,-97.313422,POINT (-10832880.584390946 3868950.1928891004),1,0,0,874,STATION875,32.801211509,-97.31341187900018
1399,2151,32.76473664,-97.39171558,POINT (-10841596.185848927 3864118.160382479),1,0,0,1940,STATION1941,32.76473664299998,-97.39171557999973
1400,2152,32.765857,-97.419373,POINT (-10844674.995759983 3864266.4761304646),1,0,0,1594,STATION1595,32.7658545520001,-97.41936672000016
1401,2157,32.799021,-97.32537,POINT (-10834210.629666945 3868657.646050706),1,0,0,983,STATION984,32.799002895000136,-97.3254370919998
1403,2160,32.70435725,-97.32501184,POINT (-10834170.759478122 3856127.760622937),1,0,0,4882,STATION4883,32.70435724500001,-97.32501184499984
1404,2164,32.73938581,-97.33238299,POINT (-10834991.312142681 3860762.659875678),1,0,0,783,STATION784,32.739385807000104,-97.33238299399946
1405,2166,32.748546,-97.333198,POINT (-10835082.038640874 3861975.015791615),1,0,0,4601,STATION4602,32.74857368400013,-97.33326575600007
1407,2168,32.748546,-97.333198,POINT (-10835082.038640874 3861975.015791615),0,0,0,4601,STATION4602,32.74857368400013,-97.33326575600007
1408,2169,32.748546,-97.333198,POINT (-10835082.038640874 3861975.015791615),0,0,0,4601,STATION4602,32.74857368400013,-97.33326575600007
1409,2170,32.748546,-97.333198,POINT (-10835082.038640874 3861975.015791615),0,0,0,4601,STATION4602,32.74857368400013,-97.33326575600007
1416,2178,32.748546,-97.333198,POINT (-10835082.038640874 3861975.015791615),0,0,0,4601,STATION4602,32.74857368400013,-97.33326575600007
1417,2179,32.748546,-97.333198,POINT (-10835082.038640874 3861975.015791615),0,0,0,4601,STATION4602,32.74857368400013,-97.33326575600007
1418,2180,32.748546,-97.333198,POINT (-10835082.038640874 3861975.015791615),0,0,0,4601,STATION4602,32.74857368400013,-97.33326575600007
1410,2172,32.73454427,-97.35370556,POINT (-10837364.929777486 3860121.9298778614),1,0,0,1425,STATION1426,32.73454427100002,-97.35370560699998
1411,2173,32.73454427,-97.35370556,POINT (-10837364.929777486 3860121.9298778614),1,0,0,1425,STATION1426,32.73454427100002,-97.35370560699998
4947,12089,32.734554,-97.353706,POINT (-10837364.978758061 3860123.217512351),0,0,0,1425,STATION1426,32.73454427100002,-97.35370560699998
5279,24998,32.734554,-97.353706,POINT (-10837364.978758061 3860123.217512351),0,0,0,1425,STATION1426,32.73454427100002,-97.35370560699998
1421,2184,32.63881049,-97.41429723,POINT (-10844109.9636282 3847459.6469932445),0,0,0,1913,STATION1914,32.629810748000104,-97.41681792299994
1434,2197,32.63146225,-97.4187091,POINT (-10844601.090750046 3846488.2883403176),0,0,0,1913,STATION1914,32.629810748000104,-97.41681792299994
1422,2185,32.658002,-97.402955,POINT (-10842847.35236014 3849996.935546605),0,0,0,1260,STATION1261,32.657967646,-97.40281042799985
1425,2188,32.690629,-97.363846,POINT (-10838493.758394705 3854311.7662051846),0,0,0,4883,STATION4884,32.69058984600011,-97.36382966599962
1426,2189,32.690629,-97.363846,POINT (-10838493.758394705 3854311.7662051846),0,0,0,4883,STATION4884,32.69058984600011,-97.36382966599962
1449,2219,32.731355,-97.1847785,POINT (-10818560.05547708 3859699.8805094757),0,0,0,1860,STATION1861,32.73119400000012,-97.17080999999969
1459,2233,32.73471,-97.151357,POINT (-10814839.591115534 3860143.8620310626),1,0,0,1860,STATION1861,32.73119400000012,-97.17080999999969
1467,2246,32.7216475,-97.16771,POINT (-10816659.998748476 3858415.3395641153),1,0,0,1860,STATION1861,32.73119400000012,-97.17080999999969
1469,2248,32.73471,-97.151357,POINT (-10814839.591115534 3860143.8620310626),1,0,0,1860,STATION1861,32.73119400000012,-97.17080999999969
1450,2220,32.69674588,-97.21363264,POINT (-10821772.083649158 3855120.882174725),0,0,0,2255,STATION2256,32.70149700000011,-97.191136
1451,2221,32.68033182,-97.21046696,POINT (-10821419.681763545 3852949.8223754116),0,0,0,1586,STATION1587,32.674653642000095,-97.2260949460001
1452,2222,32.683268,-97.186233,POINT (-10818721.96967644 3853338.1566008623),1,0,0,1503,STATION1504,32.68328978600003,-97.18622390400043
1453,2223,32.683268,-97.186233,POINT (-10818721.96967644 3853338.1566008623),1,0,0,1503,STATION1504,32.68328978600003,-97.18622390400043
1460,2234,32.757008,-97.161815,POINT (-10816003.77035025 3863095.0766770886),1,0,0,4593,STATION4594,32.757076518000105,-97.16186967400009
1463,2241,32.37493927,-96.83979129,POINT (-10780156.254929688 3812628.4866625),0,0,0,3233,STATION3234,32.37741968700004,-96.85112008199971
1515,2315,32.377281,-96.850361,POINT (-10781332.869664723 3812937.1478425376),1,0,0,3233,STATION3234,32.37741968700004,-96.85112008199971
1516,2316,32.377281,-96.850361,POINT (-10781332.869664723 3812937.1478425376),0,0,0,3233,STATION3234,32.37741968700004,-96.85112008199971
1519,2319,32.377281,-96.850361,POINT (-10781332.869664723 3812937.1478425376),1,0,0,3233,STATION3234,32.37741968700004,-96.85112008199971
1520,2320,32.377281,-96.850361,POINT (-10781332.869664723 3812937.1478425376),1,0,0,3233,STATION3234,32.37741968700004,-96.85112008199971
1521,2321,32.377281,-96.850361,POINT (-10781332.869664723 3812937.1478425376),1,0,0,3233,STATION3234,32.37741968700004,-96.85112008199971
1530,2335,32.377281,-96.850361,POINT (-10781332.869664723 3812937.1478425376),0,0,0,3233,STATION3234,32.37741968700004,-96.85112008199971
9205,702320,32.377281,-96.850361,POINT (-10781332.869664723 3812937.1478425376),0,0,0,3233,STATION3234,32.37741968700004,-96.85112008199971
1466,2245,32.7195045,-97.1873005,POINT (-10818840.803232864 3858131.7868140843),1,0,0,1016,STATION1017,32.72643399999996,-97.20448700000017
1474,2259,32.724261,-97.031454,POINT (-10801492.050210947 3858761.1561188544),1,0,0,1179,STATION1180,32.74433531900009,-97.03508476100036
3517,6911,32.724261,-97.031454,POINT (-10801492.050210947 3858761.1561188544),1,0,0,1179,STATION1180,32.74433531900009,-97.03508476100036
5001,12445,32.724261,-97.031454,POINT (-10801492.050210947 3858761.1561188544),0,0,0,1179,STATION1180,32.74433531900009,-97.03508476100036
5002,12446,32.724261,-97.031454,POINT (-10801492.050210947 3858761.1561188544),0,0,0,1179,STATION1180,32.74433531900009,-97.03508476100036
5003,12447,32.724261,-97.031454,POINT (-10801492.050210947 3858761.1561188544),0,0,0,1179,STATION1180,32.74433531900009,-97.03508476100036
1476,2262,32.72918757,-96.99361294,POINT (-10797279.60268067 3859413.0640978543),1,0,0,2956,STATION2957,32.72968699899998,-96.99373867700014
1477,2265,32.72918757,-96.99361294,POINT (-10797279.60268067 3859413.0640978543),1,0,0,2956,STATION2957,32.72968699899998,-96.99373867700014
1478,2270,32.788084,-97.037973,POINT (-10802217.74197143 3867209.321802289),1,0,0,4633,STATION4634,32.788030904,-97.03793591099968
5133,15026,32.78447227,-97.05110575,POINT (-10803679.673014145 3866731.080209103),0,0,0,4633,STATION4634,32.788030904,-97.03793591099968
1481,2274,32.757531,-97.03396,POINT (-10801771.016854875 3863164.306338231),1,0,0,2165,STATION2166,32.75749631400001,-97.03395987999966
1490,2283,32.394503,-97.495011,POINT (-10853094.979404606 3815207.408900838),1,0,0,644,STATION645,32.39495442500001,-97.48547471799995
1493,2290,32.35409972,-97.37487711,POINT (-10839721.73594279 3809881.9977982226),1,0,0,879,STATION880,32.354099715000096,-97.37487710900025
1494,2291,32.35409972,-97.37487711,POINT (-10839721.73594279 3809881.9977982226),1,0,0,879,STATION880,32.354099715000096,-97.37487710900025
1505,2305,32.45490523,-97.04928076,POINT (-10803476.516056642 3823173.2558569107),0,0,0,4926,STATION4927,32.456521313999986,-97.03624371300042
1507,2307,32.46586,-97.025786,POINT (-10800861.091337131 3824618.5429404355),1,0,0,3167,STATION3168,32.466100911000126,-97.02594714100002
1508,2308,32.46735643,-96.99081225,POINT (-10796967.831296 3824815.983913752),1,0,0,3167,STATION3168,32.466100911000126,-97.02594714100002
1509,2309,32.46735643,-96.99081225,POINT (-10796967.831296 3824815.983913752),1,0,0,3167,STATION3168,32.466100911000126,-97.02594714100002
1513,2313,32.46734099,-96.99115336,POINT (-10797005.803487506 3824813.9467227724),1,0,0,3167,STATION3168,32.466100911000126,-97.02594714100002
4965,12313,32.46734099,-96.99115336,POINT (-10797005.803487506 3824813.9467227724),1,0,0,3167,STATION3168,32.466100911000126,-97.02594714100002
1514,2314,32.54114893,-96.95786756,POINT (-10793300.445180858 3834556.3400238478),1,0,0,4862,STATION4863,32.513868747999986,-96.97562533400034
1523,2324,32.306066,-96.721523,POINT (-10766990.6891099 3803553.9400841803),1,0,0,5089,STATION5090,32.30631300000003,-96.73327900000031
1525,2326,32.306066,-96.721523,POINT (-10766990.6891099 3803553.9400841803),1,0,0,5089,STATION5090,32.30631300000003,-96.73327900000031
9206,702324,32.306066,-96.721523,POINT (-10766990.6891099 3803553.9400841803),0,0,0,5089,STATION5090,32.30631300000003,-96.73327900000031
1526,2328,32.534339,-96.805772,POINT (-10776369.244889742 3833657.117736967),1,0,0,2823,STATION2824,32.53436939900013,-96.80572307100023
1527,2329,32.425925,-96.624348,POINT (-10756173.21759206 3819350.6769804605),0,0,0,3192,STATION3193,32.409640820999975,-96.59728304599965
1528,2330,32.404551,-96.587613,POINT (-10752083.896097772 3816532.1695208475),1,0,0,5488,STATION5489,32.3996754,-96.57960880000033
1529,2331,32.36828164,-96.61247696,POINT (-10754851.739464074 3811750.994542471),0,0,0,3902,STATION3903,32.33755600000007,-96.63707199999985
1533,2338,32.20008,-96.99503,POINT (-10797437.349078294 3789602.9861702034),0,0,0,5083,STATION5084,32.1835266100001,-96.98220786199951
1534,2339,32.20008,-96.99503,POINT (-10797437.349078294 3789602.9861702034),0,0,0,5083,STATION5084,32.1835266100001,-96.98220786199951
1535,2340,33.31784244,-96.63932356,POINT (-10757840.289305605 3937568.623702946),0,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
1561,2373,33.31789142,-96.63923416,POINT (-10757830.337343128 3937575.1485868744),0,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
1562,2374,33.31778672,-96.63942527,POINT (-10757851.611611014 3937561.2009525537),0,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
1657,2520,33.31778672,-96.63942527,POINT (-10757851.611611014 3937561.2009525537),0,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
1678,2544,33.31778672,-96.63942527,POINT (-10757851.611611014 3937561.2009525537),0,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
1799,2704,33.31789142,-96.63923416,POINT (-10757830.337343128 3937575.1485868744),1,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
3433,6819,33.31789142,-96.63923416,POINT (-10757830.337343128 3937575.1485868744),1,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
3487,6875,33.31778672,-96.63942527,POINT (-10757851.611611014 3937561.2009525537),1,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
4973,12373,33.31789142,-96.63923416,POINT (-10757830.337343128 3937575.1485868744),0,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
4974,12374,33.31789142,-96.63923416,POINT (-10757830.337343128 3937575.1485868744),0,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
5044,12705,33.31778672,-96.63942527,POINT (-10757851.611611014 3937561.2009525537),0,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
9212,702704,33.31789142,-96.63923416,POINT (-10757830.337343128 3937575.1485868744),0,0,0,1309,STATION1310,33.31789142299999,-96.63923416300011
1537,2342,32.5269613,-96.680849,POINT (-10762462.880141372 3832683.000775382),1,0,0,4906,STATION4907,32.527661871000106,-96.66959195700022
1538,2343,32.43795758,-96.84606089,POINT (-10780854.183609167 3820937.6610225574),1,0,0,5208,STATION5209,32.43883696500013,-96.85029056400028
1543,2352,32.97712228,-96.79007697,POINT (-10774622.082142156 3892267.7222584016),1,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
1544,2353,32.96654746,-96.80151703,POINT (-10775895.583796 3890864.539539182),1,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
1545,2354,32.97712228,-96.79007697,POINT (-10774622.082142156 3892267.7222584016),0,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
1735,2615,32.97646284,-96.80096921,POINT (-10775834.600752553 3892180.2156383703),1,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
1736,2616,32.97646284,-96.80096921,POINT (-10775834.600752553 3892180.2156383703),1,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
4966,12354,32.97712228,-96.79007697,POINT (-10774622.082142156 3892267.7222584016),0,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
4967,12356,32.97712228,-96.79007697,POINT (-10774622.082142156 3892267.7222584016),0,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
4968,12357,32.97712228,-96.79007697,POINT (-10774622.082142156 3892267.7222584016),0,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
4969,12358,32.97712228,-96.79007697,POINT (-10774622.082142156 3892267.7222584016),0,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
4970,12359,32.97712228,-96.79007697,POINT (-10774622.082142156 3892267.7222584016),0,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
5144,16356,32.97712228,-96.79007697,POINT (-10774622.082142156 3892267.7222584016),0,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
9207,702352,32.97712228,-96.79007697,POINT (-10774622.082142156 3892267.7222584016),0,0,0,1518,STATION1519,32.97646283500007,-96.80096920899969
1547,2356,32.99275625,-96.78503924,POINT (-10774061.2846038 3894342.5162016884),0,0,0,2547,STATION2548,33.011602273000015,-96.77928411600028
1548,2357,32.99275625,-96.78503924,POINT (-10774061.2846038 3894342.5162016884),0,0,0,2547,STATION2548,33.011602273000015,-96.77928411600028
1549,2358,32.99275625,-96.78503924,POINT (-10774061.2846038 3894342.5162016884),0,0,0,2547,STATION2548,33.011602273000015,-96.77928411600028
1739,2623,32.998428,-96.779494,POINT (-10773443.991310675 3895095.3085450483),1,0,0,2547,STATION2548,33.011602273000015,-96.77928411600028
1740,2624,32.998428,-96.779494,POINT (-10773443.991310675 3895095.3085450483),1,0,0,2547,STATION2548,33.011602273000015,-96.77928411600028
5145,16358,32.99275625,-96.78503924,POINT (-10774061.2846038 3894342.5162016884),0,0,0,2547,STATION2548,33.011602273000015,-96.77928411600028
1551,2360,32.94419032,-96.93172504,POINT (-10790390.273166405 3887898.5026082653),0,0,0,4787,STATION4788,32.95041754400011,-96.91275444399963
1553,2362,32.94419032,-96.93172504,POINT (-10790390.273166405 3887898.5026082653),0,0,0,4787,STATION4788,32.95041754400011,-96.91275444399963
1692,2558,32.94736636,-96.89291747,POINT (-10786070.234235082 3888319.8100658683),1,0,0,4787,STATION4788,32.95041754400011,-96.91275444399963
1693,2559,32.9521818,-96.91677824,POINT (-10788726.403001416 3888958.615774985),1,0,0,4787,STATION4788,32.95041754400011,-96.91275444399963
1708,2577,32.94736636,-96.89291747,POINT (-10786070.234235082 3888319.8100658683),0,0,0,4787,STATION4788,32.95041754400011,-96.91275444399963
1552,2361,32.95932925,-96.86908246,POINT (-10783416.933058828 3889906.8449842604),0,0,0,4737,STATION4738,32.959329245,-96.86908245499973
1704,2571,32.95932925,-96.86908246,POINT (-10783416.933058828 3889906.8449842604),1,0,0,4737,STATION4738,32.959329245,-96.86908245499973
1554,2363,32.984928,-96.938548,POINT (-10791149.801599307 3893303.5783146736),0,0,0,1257,STATION1258,32.984461376000105,-96.93850211600005
4971,12360,32.984928,-96.938548,POINT (-10791149.801599307 3893303.5783146736),0,0,0,1257,STATION1258,32.984461376000105,-96.93850211600005
